"siteid","sitename","sitedescription","indigName","indigID","indigSlug"
"3673","Navar Ranch No. 13","","Nd<U+00E9> Bizaa<U+2019> (Mescalero Apache)","34729","mescalero"
"3673","Navar Ranch No. 13","","Mansos","34416","mansos-2"
"3674","Hueco Tanks No. 1","","Nd<U+00E9> Bizaa<U+2019> (Mescalero Apache)","34729","mescalero"
"3674","Hueco Tanks No. 1","","Mansos","34416","mansos-2"
"3675","Tank Trap Wash No. 1","","Nd<U+00E9> Bizaa<U+2019> (Mescalero Apache)","34729","mescalero"
"3675","Tank Trap Wash No. 1","","Mansos","34416","mansos-2"
"3676","Dust Cave [C-09]","","Nd<U+00E9> Bizaa<U+2019> (Mescalero Apache)","34729","mescalero"
"3677","Lower Sloth Cave","","Nd<U+00E9> Bizaa<U+2019> (Mescalero Apache)","34729","mescalero"
"3678","Montell Shelter [41UV3]","","Lipan Apache","34571","lipan"
"3679","Cinnabar Mine","","Concho","34594","conchos-2"
"3680","Levi Shelter [41TV49]","","N<U+0289>m<U+0289>n<U+0289><U+0289> (Comanche)","34812","comanche"
"3680","Levi Shelter [41TV49]","","Tonkawa","34568","tonkawa"
"3681","Kyle [41HI1]","","Wichita","34664","wichita-2"
"3682","Barton Road [41TV87]","","N<U+0289>m<U+0289>n<U+0289><U+0289> (Comanche)","34812","comanche"
"3682","Barton Road [41TV87]","","Tonkawa","34568","tonkawa"
"3683","Cueva Quebrada [41VV162A]","","Jumanos","34782","jumanos-2"
"3684","Miller's Cave","","N<U+0289>m<U+0289>n<U+0289><U+0289> (Comanche)","34812","comanche"
"3685","Schulze Cave","","Lipan Apache","34571","lipan"
"3687","Rattlesnake Cave [40434]","","Lipan Apache","34571","lipan"
"3688","Longhorn Cavern","","N<U+0289>m<U+0289>n<U+0289><U+0289> (Comanche)","34812","comanche"
"3689","Cave Without A Name","","Tonkawa","34568","tonkawa"
"3690","Felton Cave","","Jumanos","34782","jumanos-2"
"3691","Eagle Cave [41VV167]","","Jumanos","34782","jumanos-2"
"3691","Eagle Cave [41VV167]","","Concho","34594","conchos-2"
"3692","Baker Cave [41VV213]","","Jumanos","34782","jumanos-2"
"3693","Upper Sloth Cave [TTu-Tex-2]","","Nd<U+00E9> Bizaa<U+2019> (Mescalero Apache)","34729","mescalero"
"3694","Hinds Cave [41VV456]","","Jumanos","34782","jumanos-2"
"3695","Avenue","","N<U+0289>m<U+0289>n<U+0289><U+0289> (Comanche)","34812","comanche"
"3695","Avenue","","Tonkawa","34568","tonkawa"
"3696","Pratt Cave [TMM-41172]","","Nd<U+00E9> Bizaa<U+2019> (Mescalero Apache)","34729","mescalero"
"3697","Hueco Tanks State Hist. Pk. [41EP2]","","Nd<U+00E9> Bizaa<U+2019> (Mescalero Apache)","34729","mescalero"
"3697","Hueco Tanks State Hist. Pk. [41EP2]","","Mansos","34416","mansos-2"
"3698","Daughtery Cave [48WA302]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3698","Daughtery Cave [48WA302]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3698","Daughtery Cave [48WA302]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3698","Daughtery Cave [48WA302]","","Crow","34566","crow"
"3698","Daughtery Cave [48WA302]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3699","Sheaman [48NO211]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3699","Sheaman [48NO211]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3699","Sheaman [48NO211]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3699","Sheaman [48NO211]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3700","Butler-Rissler [48NA1000]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3700","Butler-Rissler [48NA1000]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3700","Butler-Rissler [48NA1000]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3700","Butler-Rissler [48NA1000]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3700","Butler-Rissler [48NA1000]","","Hin<U+00F3>no<U+02BC>eit<U+00ED><U+00ED>t (Arapaho)","34256","arapaho-2"
"3701","Tina-Ann's Cave [48AB398]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3701","Tina-Ann's Cave [48AB398]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3701","Tina-Ann's Cave [48AB398]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3701","Tina-Ann's Cave [48AB398]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3701","Tina-Ann's Cave [48AB398]","","Hin<U+00F3>no<U+02BC>eit<U+00ED><U+00ED>t (Arapaho)","34256","arapaho-2"
"3702","Glenrock Buffalo Jump [48CO304]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3702","Glenrock Buffalo Jump [48CO304]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3702","Glenrock Buffalo Jump [48CO304]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3702","Glenrock Buffalo Jump [48CO304]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3702","Glenrock Buffalo Jump [48CO304]","","Hin<U+00F3>no<U+02BC>eit<U+00ED><U+00ED>t (Arapaho)","34256","arapaho-2"
"3703","48SH312","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3703","48SH312","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3703","48SH312","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3703","48SH312","","Crow","34566","crow"
"3703","48SH312","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3704","Buffalo Creek [48SH311]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3704","Buffalo Creek [48SH311]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3704","Buffalo Creek [48SH311]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3704","Buffalo Creek [48SH311]","","Crow","34566","crow"
"3704","Buffalo Creek [48SH311]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3705","Agate Basin [48NO201]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3705","Agate Basin [48NO201]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3705","Agate Basin [48NO201]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3705","Agate Basin [48NO201]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3706","Casper [48NA302]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3706","Casper [48NA302]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3706","Casper [48NA302]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3706","Casper [48NA302]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3706","Casper [48NA302]","","Hin<U+00F3>no<U+02BC>eit<U+00ED><U+00ED>t (Arapaho)","34256","arapaho-2"
"3707","Hell Gap Loess Mammuthus Locality","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3707","Hell Gap Loess Mammuthus Locality","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3707","Hell Gap Loess Mammuthus Locality","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3707","Hell Gap Loess Mammuthus Locality","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3707","Hell Gap Loess Mammuthus Locality","","Hin<U+00F3>no<U+02BC>eit<U+00ED><U+00ED>t (Arapaho)","34256","arapaho-2"
"3708","Bush Shelter [48WA324]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3708","Bush Shelter [48WA324]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3708","Bush Shelter [48WA324]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3708","Bush Shelter [48WA324]","","Crow","34566","crow"
"3708","Bush Shelter [48WA324]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3709","Eagle Shelter","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3709","Eagle Shelter","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3709","Eagle Shelter","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3709","Eagle Shelter","","Crow","34566","crow"
"3709","Eagle Shelter","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3710","Prospects Shelter [48BH305]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3710","Prospects Shelter [48BH305]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3710","Prospects Shelter [48BH305]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3710","Prospects Shelter [48BH305]","","Crow","34566","crow"
"3710","Prospects Shelter [48BH305]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3711","Colby [49WA322]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3711","Colby [49WA322]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3711","Colby [49WA322]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3711","Colby [49WA322]","","Crow","34566","crow"
"3711","Colby [49WA322]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3712","Hell Gap [48PL305]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3712","Hell Gap [48PL305]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3712","Hell Gap [48PL305]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3712","Hell Gap [48PL305]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3712","Hell Gap [48PL305]","","Hin<U+00F3>no<U+02BC>eit<U+00ED><U+00ED>t (Arapaho)","34256","arapaho-2"
"3713","Big Goose Creek [48SH313]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3713","Big Goose Creek [48SH313]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3713","Big Goose Creek [48SH313]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3713","Big Goose Creek [48SH313]","","Crow","34566","crow"
"3713","Big Goose Creek [48SH313]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3714","Vore [48CK302]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3714","Vore [48CK302]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3714","Vore [48CK302]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3714","Vore [48CK302]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3715","Horse Creek [48LA549]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3715","Horse Creek [48LA549]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3715","Horse Creek [48LA549]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3715","Horse Creek [48LA549]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3715","Horse Creek [48LA549]","","Hin<U+00F3>no<U+02BC>eit<U+00ED><U+00ED>t (Arapaho)","34256","arapaho-2"
"3716","Horned Owl Cave [48AB305]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3716","Horned Owl Cave [48AB305]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3716","Horned Owl Cave [48AB305]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3716","Horned Owl Cave [48AB305]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3716","Horned Owl Cave [48AB305]","","Hin<U+00F3>no<U+02BC>eit<U+00ED><U+00ED>t (Arapaho)","34256","arapaho-2"
"3717","Douglas Ovibos Locality","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3717","Douglas Ovibos Locality","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3717","Douglas Ovibos Locality","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3717","Douglas Ovibos Locality","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3717","Douglas Ovibos Locality","","Hin<U+00F3>no<U+02BC>eit<U+00ED><U+00ED>t (Arapaho)","34256","arapaho-2"
"3718","Wedding of the Waters [48HO301]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3718","Wedding of the Waters [48HO301]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3718","Wedding of the Waters [48HO301]","","Shoshoni","34682","shoshoni"
"3718","Wedding of the Waters [48HO301]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3718","Wedding of the Waters [48HO301]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3719","Bentzen Kaufman Cave [48SH301]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3719","Bentzen Kaufman Cave [48SH301]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3719","Bentzen Kaufman Cave [48SH301]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3719","Bentzen Kaufman Cave [48SH301]","","Crow","34566","crow"
"3719","Bentzen Kaufman Cave [48SH301]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3720","Hawken [48CK303]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3720","Hawken [48CK303]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3720","Hawken [48CK303]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3720","Hawken [48CK303]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3721","48PL24","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3721","48PL24","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3721","48PL24","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3721","48PL24","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3721","48PL24","","Hin<U+00F3>no<U+02BC>eit<U+00ED><U+00ED>t (Arapaho)","34256","arapaho-2"
"3722","Belle Fouche","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3722","Belle Fouche","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3722","Belle Fouche","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3722","Belle Fouche","","Crow","34566","crow"
"3722","Belle Fouche","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3723","Wardell Buffalo Trap [48SU301]","","Shoshoni","34682","shoshoni"
"3723","Wardell Buffalo Trap [48SU301]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3724","Rock Ranch Trading Post [48GO123]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3724","Rock Ranch Trading Post [48GO123]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3724","Rock Ranch Trading Post [48GO123]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3724","Rock Ranch Trading Post [48GO123]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3724","Rock Ranch Trading Post [48GO123]","","Hin<U+00F3>no<U+02BC>eit<U+00ED><U+00ED>t (Arapaho)","34256","arapaho-2"
"3725","Worland Gravel Pit","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3725","Worland Gravel Pit","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3725","Worland Gravel Pit","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3725","Worland Gravel Pit","","Crow","34566","crow"
"3725","Worland Gravel Pit","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3726","Carter/Kerr-McGee [48CA12]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3726","Carter/Kerr-McGee [48CA12]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3726","Carter/Kerr-McGee [48CA12]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3726","Carter/Kerr-McGee [48CA12]","","Crow","34566","crow"
"3726","Carter/Kerr-McGee [48CA12]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3727","James Allen [48AB4]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3727","James Allen [48AB4]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3727","James Allen [48AB4]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3727","James Allen [48AB4]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3727","James Allen [48AB4]","","Hin<U+00F3>no<U+02BC>eit<U+00ED><U+00ED>t (Arapaho)","34256","arapaho-2"
"3728","Hanson [48BH329]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3728","Hanson [48BH329]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3728","Hanson [48BH329]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3728","Hanson [48BH329]","","Crow","34566","crow"
"3728","Hanson [48BH329]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3729","Union Pacific Mammoth Kill [48CR182]","","Shoshoni","34682","shoshoni"
"3729","Union Pacific Mammoth Kill [48CR182]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3730","Finley [48SW5]","","Shoshoni","34682","shoshoni"
"3731","Hunter Ranch [48LA481]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3731","Hunter Ranch [48LA481]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3731","Hunter Ranch [48LA481]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3731","Hunter Ranch [48LA481]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3731","Hunter Ranch [48LA481]","","Hin<U+00F3>no<U+02BC>eit<U+00ED><U+00ED>t (Arapaho)","34256","arapaho-2"
"3732","Dead Indian Creek [48PA551]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3732","Dead Indian Creek [48PA551]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3732","Dead Indian Creek [48PA551]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3732","Dead Indian Creek [48PA551]","","Crow","34566","crow"
"3732","Dead Indian Creek [48PA551]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3733","Medicine Lodge Creek [48BH499]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3733","Medicine Lodge Creek [48BH499]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3733","Medicine Lodge Creek [48BH499]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3733","Medicine Lodge Creek [48BH499]","","Crow","34566","crow"
"3733","Medicine Lodge Creek [48BH499]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3734","48LN74","","Shoshoni","34682","shoshoni"
"3735","Helen Lookingbill [48FR308]","","Shoshoni","34682","shoshoni"
"3735","Helen Lookingbill [48FR308]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3736","Skull Point [48LN317]","","Shoshoni","34682","shoshoni"
"3737","Rawlins Camelops Locality","","Shoshoni","34682","shoshoni"
"3737","Rawlins Camelops Locality","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3737","Rawlins Camelops Locality","","Hin<U+00F3>no<U+02BC>eit<U+00ED><U+00ED>t (Arapaho)","34256","arapaho-2"
"3738","McCleary [48NA1152]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"3738","McCleary [48NA1152]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"3738","McCleary [48NA1152]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"3738","McCleary [48NA1152]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3738","McCleary [48NA1152]","","Hin<U+00F3>no<U+02BC>eit<U+00ED><U+00ED>t (Arapaho)","34256","arapaho-2"
"3739","John Gale [48CR303]","","Shoshoni","34682","shoshoni"
"3739","John Gale [48CR303]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3739","John Gale [48CR303]","","Hin<U+00F3>no<U+02BC>eit<U+00ED><U+00ED>t (Arapaho)","34256","arapaho-2"
"3740","Espy-Cornwell [48CR4001]","","Shoshoni","34682","shoshoni"
"3740","Espy-Cornwell [48CR4001]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"3741","Bischoff","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
