FILINGPERIODNAME,REPORTTYPECODE,REPORTNAME,REGISTRANTTYPE,DATEFILED,AMENDEDDATE,COMMITTEE ID,REGISTRANTNAME,ELECTIONYEAR,BRANCH,FILINGYEAR,EXTENSION,COMMENTFLAG,ATTACHMENT,VIEWREPORTTYPE,CREATEDDATE,
January Continuing 2021,EB7S,Independent Expenditure - 72-Hour,Independent Expenditure Committee,10/23/2020,,1100103,Wisconsin Conservation Voters Independent Expenditure Committee,,,2020,,False,,1,2020-07-23T22:09:09.580,
Fall Pre-Election 2020,EB7,Independent Expenditure,Independent Expenditure Committee,10/23/2020,,1100058,Wisconsin REALTORS Political Fund,2020,,2020,,False,,1,2020-10-07T09:10:15.260,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/23/2020,10/27/2020,0105273,Friends of Swearingen,,State Assembly  District No. 34,2020,,False,,1,2020-05-18T20:48:44.477,
January Continuing 2021,EB3,Receipt - 72-Hour Report,Independent Expenditure Committee,10/23/2020,11/2/2020,1100116,Progress North,,,2020,,False,,1,2020-10-23T11:18:12.103,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/23/2020,11/1/2020,0106148,Friends of Sarah for Assembly,,State Assembly  District No. 30,2020,,False,,1,2019-10-10T06:44:57.107,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/23/2020,11/2/2020,0105238,Friends of La Tonya Johnson,,State Senate  District No. 06,2020,,False,,1,2020-07-15T13:26:39.577,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/23/2020,10/27/2020,0104063,Edming for Assembly - A Bright Future for Wisconsin,,State Assembly  District No. 87,2020,,False,,1,2020-05-21T14:55:02.883,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/23/2020,11/1/2020,0105355,Macco for Wisconsin,,State Assembly  District No. 88,2020,,False,,1,2020-07-15T09:57:56.293,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/23/2020,10/30/2020,0106073,Kurtz for Assembly,,State Assembly  District No. 50,2020,,False,,1,2020-04-15T08:08:47.030,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/23/2020,11/3/2020,0105539,Steffen for Wisconsin,,State Assembly  District No. 04,2020,,False,,1,2020-05-07T14:12:54.050,
January Continuing 2021,EB3,Receipt - 72-Hour Report,Legislative Campaign Committee,10/23/2020,10/30/2020,0400002,Rep Assembly Campaign Com RACC,,,2020,,False,,1,2020-07-14T22:02:22.613,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/23/2020,11/2/2020,0106030,Oldenburg for Assembly,,State Assembly  District No. 96,2020,,False,,1,2020-04-16T19:04:14.097,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/23/2020,10/28/2020,0104912,Citizens for August,,State Assembly  District No. 32,2020,,False,,1,2020-04-20T12:55:09.730,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/23/2020,11/2/2020,0103195,Warren Petryk For Assembly,,State Assembly  District No. 93,2020,,False,,1,2020-10-15T09:19:23.720,
January Continuing 2021,EB7S,Independent Expenditure - 72-Hour,Independent Expenditure Committee,10/23/2020,10/30/2020,1100001,American Federation for Children Action Fund - Wisconsin IE Committee,,,2020,,False,,1,2020-07-15T12:16:48.150,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/23/2020,11/1/2020,0106191,Piotrowski for State Senate,,State Senate  District No. 24,2020,,False,,1,2020-02-19T15:33:16.057,
January Continuing 2021,EB7,Independent Expenditure,Unregistered Express Advocacy,10/23/2020,,1200051,American College of OB-GYNs PAC (OB-GYN PAC),,,2020,,False,,0,2020-10-23T17:35:12.493,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/23/2020,,0106297,TGustina for WI District 45,,State Assembly  District No. 45,2020,,False,,1,2020-06-30T12:34:44.640,
January Continuing 2021,EB7,Independent Expenditure,Unregistered Express Advocacy,10/23/2020,11/5/2022,1200011,For Our Future,,,2020,,False,,0,2018-02-28T20:59:29.213,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/23/2020,11/2/2020,0106174,Hansen for Wisconsin,,State Senate  District No. 30,2020,,False,,1,2020-01-10T00:48:27.070,
January Continuing 2021,EB7,Independent Expenditure,Unregistered Express Advocacy,10/23/2020,11/2/2020,1200017,Service Employees International Union Committee on Political Education,,,2020,,False,,0,2018-07-18T21:41:49.093,
January Continuing 2021,EB3,Receipt - 72-Hour Report,Political Party,10/23/2020,10/31/2020,0300173,Republican Party of Wisconsin,,,2020,,False,,1,2020-01-10T15:09:22.107,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/23/2020,11/1/2020,0106141,Friends of Elizabeth Lochner-Abel,,State Assembly  District No. 31,2020,,False,,0,2020-09-20T14:13:16.983,
January Continuing 2021,EB3,Receipt - 72-Hour Report,Legislative Campaign Committee,10/23/2020,11/1/2020,0400003,State Senate Democratic Comm,,,2020,,False,,1,2020-07-15T17:46:52.453,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/23/2020,11/5/2020,0106157,Friends of Rachael Cabral Guevara,,State Assembly  District No. 55,2020,,False,,1,2020-08-24T10:43:19.263,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/24/2020,10/31/2020,0101856,Friends Of Steve Doyle,,State Assembly  District No. 94,2020,,False,,1,2020-08-03T10:56:05.347,
January Continuing 2021,EB7S,Independent Expenditure - 72-Hour,Independent Expenditure Committee,10/24/2020,10/30/2020,1100009,Citizen Action of Wisconsin Inc.,,,2020,,False,,1,2020-07-15T10:36:55.210,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/24/2020,11/1/2020,0105374,Friends of Katrina Shankland,,State Assembly  District No. 71,2020,,False,,1,2020-01-13T18:12:33.650,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/24/2020,11/1/2020,0105503,Novak For Assembly,,State Assembly  District No. 51,2020,,False,,1,2019-11-02T14:21:04.777,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/24/2020,11/12/2020,0106292,Kristin Lyerly for State Assembly,,State Assembly  District No. 88,2020,,False,,1,2020-05-11T22:35:52.410,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/24/2020,11/3/2020,0106213,Armstrong for State Assembly,,State Assembly  District No. 75,2020,,False,,1,2020-03-26T12:19:09.117,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/24/2020,11/2/2020,0105545,Perry for Wisconsin,,State Assembly  District No. 97,2020,,False,,0,2020-04-20T07:11:25.390,
January Continuing 2021,EB3,Receipt - 72-Hour Report,Political Party,10/24/2020,,0300285,Republican Party of 6th Congressional  District of WI,,,2020,,False,,1,2020-01-15T14:51:03.350,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/24/2020,11/2/2020,0106259,Keith Kern For Assembly,,State Assembly  District No. 73,2020,,False,,1,2020-04-22T13:36:45.863,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/25/2020,,0105806,T E Pronschinske for Assembly,,State Assembly  District No. 92,2020,,False,,1,2020-05-28T11:52:46.950,
January Continuing 2021,EB3,Receipt - 72-Hour Report,Legislative Campaign Committee,10/25/2020,11/1/2020,0400005,Committee to Elect a Republican Senate,,,2020,,False,,1,2020-08-12T10:38:50.053,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/25/2020,11/1/2020,0105215,Friends of Pat Snyder,,State Assembly  District No. 85,2020,,False,,1,2020-05-19T11:18:27.170,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/25/2020,11/2/2020,0104278,Hintz for Assembly,,State Assembly  District No. 54,2020,,False,,1,2020-05-13T09:58:10.440,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/25/2020,11/2/2020,0106263,Friends of Sara Rodriguez For Wisconsin,,State Assembly  District No. 13,2020,,False,,1,2020-07-15T23:52:50.890,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/25/2020,11/2/2020,0106018,Snodgrass for Assembly,,State Assembly  District No. 57,2020,,False,,1,2020-07-14T08:34:51.610,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/25/2020,11/2/2020,0104717,Knodl Assembly 24,,State Assembly  District No. 24,2020,,False,,1,2020-05-31T18:22:03.720,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/25/2020,11/4/2020,0104973,Friends of Dianne Hesselbein,,State Assembly  District No. 79,2020,,False,,1,2020-04-14T13:08:22.247,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/25/2020,11/3/2020,0106214,Friends of Jacob Malinowski,,State Assembly  District No. 82,2020,,False,,1,2020-03-30T14:14:06.233,
Fall Pre-Election 2020,EB3,Receipt - 72-Hour Report,State Candidate,10/25/2020,,0106167,Friends of Orlando Owens  LLC,2020,State Assembly  District No. 11,2020,,False,,1,2019-12-28T23:17:23.277,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/25/2020,10/27/2020,0105728,Friends of Rob Summerfield,,State Assembly  District No. 67,2020,,False,,1,2020-05-18T18:27:17.870,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/25/2020,11/3/2020,0106194,Amanda WhiteEagle for Wisconsin,,State Assembly  District No. 92,2020,,False,,1,2020-02-21T15:04:55.457,
Fall Pre-Election 2020,EB3,Receipt - 72-Hour Report,State Candidate,10/25/2020,,0106325,Team Ellenson,2020,State Assembly  District No. 75,2020,,False,,1,2020-05-30T08:34:51.273,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/26/2020,11/3/2020,0106241,Citizens for Sylvia Ortiz-Velez,,State Assembly  District No. 08,2020,,False,,1,2020-04-14T16:25:09.713,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/26/2020,,0104417,Taxpayers for Nygren,,State Assembly  District No. 89,2020,,False,,1,2020-05-20T13:52:32.433,
January Continuing 2021,EB3,Receipt - 72-Hour Report,Political Party,10/26/2020,,0300040,Milwaukee County Democratic Party,,,2020,,False,,1,2020-01-14T13:28:05.887,
January Continuing 2021,EB3,Receipt - 72-Hour Report,PAC,10/26/2020,,0501202,SEIU Local 1  WI Workers Fund,,,2020,,False,,1,2020-10-19T11:27:02.670,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/26/2020,11/3/2020,0106269,Brooks for Assembly,,State Assembly  District No. 21,2020,,False,,1,2020-04-21T22:35:22.707,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/26/2020,11/5/2020,0106066,Robert Wittke for Assembly,,State Assembly  District No. 62,2020,,False,,1,2020-04-13T14:38:19.720,
Fall Pre-Election 2020,EB7,Independent Expenditure,Independent Expenditure Committee,10/26/2020,,1100089,WMC Jobs Fund,2020,,2020,,False,,1,2020-01-13T12:23:37.797,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/26/2020,11/4/2020,0104488,Jim Ott for Assembly,,State Assembly  District No. 23,2020,,False,,1,2020-05-17T07:02:09.857,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/26/2020,10/30/2020,0105696,Feyen for Senate,,State Senate  District No. 18,2020,,False,,1,2020-01-13T09:19:02.500,
January Continuing 2021,EB3,Receipt - 72-Hour Report,PAC,10/26/2020,11/2/2020,0501627,U.S. Venture Wisconsin PAC,,,2020,,False,,1,2020-07-14T09:12:36.700,
Fall Pre-Election 2020,EB7,Independent Expenditure,Independent Expenditure Committee,10/26/2020,,1100001,American Federation for Children Action Fund - Wisconsin IE Committee,2020,,2020,,False,,1,2020-07-15T12:16:48.150,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/26/2020,10/28/2020,0106225,The Time is Now to Elect Scott Soik,,State Assembly  District No. 71,2020,,False,,1,2020-04-10T13:49:11.677,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/26/2020,11/4/2020,0106023,Friends of Jesse James for 68th Assembly,,State Assembly  District No. 68,2020,,False,,1,2020-04-15T18:17:54.007,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/26/2020,,0105927,Rick Gundrum for 58th Assembly,,State Assembly  District No. 58,2020,,False,,1,2020-04-20T11:27:03.353,
Fall Pre-Election 2020,EB7,Independent Expenditure,Independent Expenditure Committee,10/26/2020,5/7/2021,1100010,Planned Parenthood Advocates of Wisconsin Political Fund,2020,,2020,,False,,1,2020-01-14T21:11:04.350,
Fall Pre-Election 2020,EB7,Independent Expenditure,Independent Expenditure Committee,10/26/2020,,1100112,A Better Wisconsin Together Political Fund,2020,,2020,,False,,1,2020-09-23T16:48:55.670,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/26/2020,10/29/2020,0106155,Friends of Calvin Callahan,,State Assembly  District No. 35,2020,,False,,1,2020-07-14T11:59:16.053,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/26/2020,,0105192,Johnson for Wisconsin,,State Assembly  District No. 85,2020,,False,,1,2020-04-17T07:27:51.823,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/26/2020,11/3/2020,0105921,Patty for Senate,,State Senate  District No. 10,2020,,False,,1,2020-07-10T10:42:46.853,
Fall Pre-Election 2020,EB7,Independent Expenditure,Independent Expenditure Committee,10/26/2020,,1100009,Citizen Action of Wisconsin Inc.,2020,,2020,,False,,1,2020-07-15T10:36:55.210,
Fall Pre-Election 2020,EB7,Independent Expenditure,PAC,10/26/2020,8/24/2021,0500189,WEAC PAC,2020,,2020,,False,,1,2020-03-31T08:19:03.917,
Fall Pre-Election 2020,EB3,Receipt - 72-Hour Report,State Candidate,10/26/2020,,0104170,Comm to Elect Lena C. Taylor,2020,State Senate  District No. 04,2020,,False,,1,2020-05-18T09:24:10.150,
Fall Pre-Election 2020,EB7,Independent Expenditure,Independent Expenditure Committee,10/26/2020,11/2/2022,1100065,Jobs First Coalition Political Fund,2020,,2020,,False,,1,2020-01-14T14:03:58.787,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/26/2020,,0104878,Citizens for Jeremy Thiesfeldt,,State Assembly  District No. 52,2020,,False,,1,2020-04-16T12:24:00.307,
Fall Pre-Election 2020,EB3,Receipt - 72-Hour Report,State Candidate,10/26/2020,,0104948,Amy Loudenbeck for Assembly,2020,State Assembly  District No. 31,2020,,False,,1,2020-05-06T09:15:50.227,
January Continuing 2021,EB3,Receipt - 72-Hour Report,PAC,10/26/2020,,0500470,WEAC Region 6 Political Action Committee,,,2020,,False,,1,2020-01-10T12:03:56.063,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/26/2020,,0105660,Friends of Cindi Duchow,,State Assembly  District No. 99,2020,,False,,1,2020-05-07T21:07:06.080,
Fall Pre-Election 2020,EB7,Independent Expenditure,Independent Expenditure Committee,10/26/2020,5/6/2021,1100085,Wisconsin Working Families Party Independent Expenditure Committee,2020,,2020,,False,,1,2020-10-26T18:39:26.110,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/26/2020,10/31/2020,0106285,Friends of Francesca Hong,,State Assembly  District No. 76,2020,,False,,1,2020-06-27T15:48:44.413,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/26/2020,,0106244,Friends of Drew Kirsteatter,,State Assembly  District No. 90,2020,,False,,1,2020-08-02T12:06:18.180,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/26/2020,10/30/2020,0104400,Petersen- Republican for 40th Assembly,,State Assembly  District No. 40,2020,,False,,1,2020-04-15T18:56:21.310,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/26/2020,11/1/2020,0105189,Born For Assembly,,State Assembly  District No. 39,2020,,False,,1,2020-04-15T19:06:35.240,
Fall Pre-Election 2020,EB7,Independent Expenditure,Independent Expenditure Committee,10/26/2020,,1100103,Wisconsin Conservation Voters Independent Expenditure Committee,2020,,2020,,False,,1,2020-07-23T22:09:09.580,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/26/2020,11/1/2020,0105462,Ken Skowronski for Assembly,,State Assembly  District No. 82,2020,,False,,0,2019-12-18T10:46:46.007,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/26/2020,11/3/2020,0106017,Friends of Robyn Vining,,State Assembly  District No. 14,2020,,False,,1,2020-04-21T18:14:25.137,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/26/2020,11/1/2020,0105237,Jagler For Assembly,,State Assembly  District No. 37,2020,,False,,1,2020-04-17T16:06:50.840,
Fall Pre-Election 2020,EB3,Receipt - 72-Hour Report,PAC,10/26/2020,,0500245,American Fed of Teachers  #212  COPE,2020,,2020,,False,,1,2020-07-15T08:22:52.950,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/26/2020,,0106253,Abie for Assembly,,State Assembly  District No. 17,2020,,False,,1,2020-04-21T23:00:58.450,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/27/2020,,0104954,Spiros for Assembly,,State Assembly  District No. 86,2020,,False,,1,2020-05-01T08:31:30.110,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/27/2020,11/2/2020,0106042,Dittrich for the 38th Assembly DIstrict,,State Assembly  District No. 38,2020,,False,,1,2020-06-02T11:07:17.370,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/27/2020,,0106223,Will for Racine,,State Assembly  District No. 66,2020,,False,,0,2020-10-13T13:35:11.300,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/27/2020,11/1/2020,0106162,Friends of Deb Andraca,,State Assembly  District No. 23,2020,,False,,1,2019-11-27T09:09:54.353,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/27/2020,11/3/2020,0104463,Tauchen for Assembly,,State Assembly  District No. 06,2020,,False,,1,2020-05-20T13:33:31.823,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/27/2020,10/27/2020,0106267,Crystal for Assembly,,State Assembly  District No. 65,2020,,False,,1,2020-06-26T10:28:53.050,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/27/2020,,0104143,Gundersen for Assembly,,State Assembly  District No. 95,2020,,False,,1,2020-09-01T15:36:26.207,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/27/2020,,0106218,DuWayne Severson Moving Forward,,State Assembly  District No. 44,2020,,False,,0,2020-04-22T08:25:04.403,
January Continuing 2021,EB3,Receipt - 72-Hour Report,Political Party,10/27/2020,,0300250,Wood Co Democratic Party,,,2020,,False,,1,2020-03-28T07:40:06.123,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/27/2020,,0105992,Plumer for Assembly,,State Assembly  District No. 42,2020,,False,,1,2020-05-09T08:49:22.573,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/27/2020,,0104243,Committee to Elect Joan Ballweg,,State Senate  District No. 14,2020,,False,,1,2020-02-24T16:14:21.677,
January Continuing 2021,EB3,Receipt - 72-Hour Report,State Candidate,10/27/2020,11/2/2020,0106274,Friends of Kim Delorit Jensen,,State Assembly  District No. 01,2020,,False,,1,2020-05-05T09:22:48.807,
